Year	Team	No.	Player	Pos	Pos2	Age	Ht	Wt	S	C	Exp	Birth Mth	Birth Day	Birth Year	Birthdate	Summary
2012-13	PHI	14	Sean Couturier	C	F	20	75	197	L	-	1	12	7	1992	12/7/92	"4 G, 11 A, 15 P"
2013-14	PHI	14	Sean Couturier	C	F	21	75	197	L	-	2	12	7	1992	12/7/92	"13 G, 26 A, 39 P"
2014-15	PHI	14	Sean Couturier	C	F	22	75	197	L	-	3	12	7	1992	12/7/92	"12 G, 13 A, 25 P"
2015-16	PHI	14	Sean Couturier	C	F	23	75	211	L	-	4	12	7	1992	12/7/92	"11 G, 28 A, 39 P"
2016-17	PHI	14	Sean Couturier	C	F	24	75	211	L	-	5	12	7	1992	12/7/92	"14 G, 20 A, 34 P"
2017-18	PHI	14	Sean Couturier	C	F	25	75	211	L	-	6	12	7	1992	12/7/92	"26 G, 20 A, 46 P"
2015-16	CGY	23	Sean Monahan	C	F	21	75	195	L	-	2	10	12	1994	10/12/94	"27 G, 36 A, 63 P"
2016-17	CGY	23	Sean Monahan	C	F	22	75	195	L	-	3	10	12	1994	10/12/94	"27 G, 31 A, 58 P"
2017-18	CGY	23	Sean Monahan	C	F	23	75	195	L	-	4	10	12	1994	10/12/94	"21 G, 21 A, 42 P"
1995-96	ANA	54	Sean Pronger	C	F	23	75	209	L	-	0	11	30	1972	11/30/72	"0 G, 1 A, 1 P"
1996-97	ANA	54	Sean Pronger	C	F	24	75	209	L	-	1	11	30	1972	11/30/72	"7 G, 7 A, 14 P"
1997-98	ANA	10	Sean Pronger	LW	F	25	75	209	L	-	2	11	30	1972	11/30/72	"5 G, 15 A, 20 P"
1997-98	PIT	12	Sean Pronger	LW	F	25	75	209	L	-	2	11	30	1972	11/30/72	"1 G, 0 A, 1 P"
1998-99	PIT	12	Sean Pronger	C	F	26	75	209	L	-	3	11	30	1972	11/30/72	"0 G, 0 A, 0 P"
1998-99	LAK	29	Sean Pronger	C	F	26	75	209	L	-	3	11	30	1972	11/30/72	"0 G, 1 A, 1 P"
1998-99	NYR	32	Sean Pronger	C	F	26	75	209	L	-	3	11	30	1972	11/30/72	"0 G, 3 A, 3 P"
1999-00	BOS	46	Sean Pronger	C	F	27	75	209	L	-	4	11	30	1972	11/30/72	"0 G, 1 A, 1 P"
2001-02	CBJ	12	Sean Pronger	C	F	29	75	209	L	-	5	11	30	1972	11/30/72	"3 G, 1 A, 4 P"
2002-03	CBJ	19	Sean Pronger	RW	F	30	75	209	L	-	6	11	30	1972	11/30/72	"7 G, 6 A, 13 P"
2003-04	VAN	15	Sean Pronger	C	F	31	75	209	L	-	7	11	30	1972	11/30/72	"0 G, 1 A, 1 P"
1975-76	MTL	27	Sean Shanahan	LW	F	24	75	205	R	-	0	2	8	1951	2/8/51	"0 G, 0 A, 0 P"
1976-77	CLR	8	Sean Shanahan	LW	F	25	75	205	R	-	1	2	8	1951	2/8/51	"1 G, 3 A, 4 P"
1977-78	BOS	7	Sean Shanahan	RW	F	26	75	205	R	-	2	2	8	1951	2/8/51	"0 G, 0 A, 0 P"
1966-67	MTL	24	Serge Savard	D	D	21	75	210	L	-	0	1	22	1946	1/22/46	"0 G, 0 A, 0 P"
1967-68	MTL	18	Serge Savard	D	D	22	75	210	L	-	1	1	22	1946	1/22/46	"2 G, 13 A, 15 P"
1968-69	MTL	18	Serge Savard	D	D	23	75	210	L	-	2	1	22	1946	1/22/46	"8 G, 23 A, 31 P"
1969-70	MTL	18	Serge Savard	D	D	24	75	210	L	-	3	1	22	1946	1/22/46	"12 G, 19 A, 31 P"
1970-71	MTL	18	Serge Savard	D	D	25	75	210	L	-	4	1	22	1946	1/22/46	"5 G, 10 A, 15 P"
1971-72	MTL	18	Serge Savard	D	D	26	75	210	L	-	5	1	22	1946	1/22/46	"1 G, 8 A, 9 P"
1972-73	MTL	18	Serge Savard	D	D	27	75	210	L	-	6	1	22	1946	1/22/46	"7 G, 32 A, 39 P"
1973-74	MTL	18	Serge Savard	D	D	28	75	210	L	-	7	1	22	1946	1/22/46	"4 G, 14 A, 18 P"
1974-75	MTL	18	Serge Savard	D	D	29	75	210	L	-	8	1	22	1946	1/22/46	"20 G, 40 A, 60 P"
1975-76	MTL	18	Serge Savard	D	D	30	75	210	L	-	9	1	22	1946	1/22/46	"8 G, 39 A, 47 P"
1976-77	MTL	18	Serge Savard	D	D	31	75	210	L	-	10	1	22	1946	1/22/46	"9 G, 33 A, 42 P"
1977-78	MTL	18	Serge Savard	D	D	32	75	210	L	-	11	1	22	1946	1/22/46	"8 G, 34 A, 42 P"
1978-79	MTL	18	Serge Savard	D	D	33	75	210	L	-	12	1	22	1946	1/22/46	"7 G, 26 A, 33 P"
1979-80	MTL	18	Serge Savard	D	D	34	75	210	L	-	13	1	22	1946	1/22/46	"5 G, 8 A, 13 P"
1980-81	MTL	18	Serge Savard	D	D	35	75	210	L	-	14	1	22	1946	1/22/46	"4 G, 13 A, 17 P"
1981-82	WPG	18	Serge Savard	D	D	36	75	210	L	-	15	1	22	1946	1/22/46	"2 G, 5 A, 7 P"
1982-83	WPG	18	Serge Savard	D	D	37	75	210	L	-	16	1	22	1946	1/22/46	"4 G, 16 A, 20 P"
1992-93	WPG	3	Sergei Bautin	D	D	25	75	200	L	-	0	3	11	1967	3/11/67	"5 G, 18 A, 23 P"
1993-94	WPG	3	Sergei Bautin	D	D	26	75	200	L	-	1	3	11	1967	3/11/67	"0 G, 7 A, 7 P"
1993-94	DET	29	Sergei Bautin	D	D	26	75	200	L	-	1	3	11	1967	3/11/67	"0 G, 0 A, 0 P"
1995-96	SJS	28	Sergei Bautin	D	D	28	75	200	L	-	2	3	11	1967	3/11/67	"0 G, 0 A, 0 P"
1996-97	CHI	17	Sergei Klimovich	C	F	22	75	189	R	-	0	3	8	1974	3/8/74	"0 G, 0 A, 0 P"
1988-89	CGY	16	Sergei Priakin	RW	F	25	75	210	L	-	0	12	7	1963	12/7/63	"0 G, 0 A, 0 P"
1989-90	CGY	16	Sergei Priakin	RW	F	26	75	210	L	-	1	12	7	1963	12/7/63	"2 G, 2 A, 4 P"
1990-91	CGY	16	Sergei Priakin	RW	F	27	75	210	L	-	2	12	7	1963	12/7/63	"1 G, 6 A, 7 P"
2015-16	NJD	51	Sergey Kalinin	C	F	24	75	200	L	-	0	3	17	1991	3/17/91	"8 G, 7 A, 15 P"
2016-17	NJD	51	Sergey Kalinin	C	F	25	75	200	L	-	1	3	17	1991	3/17/91	"2 G, 2 A, 4 P"
1983-84	MTL	25	Sergio Momesso	C	F	18	75	215	L	-	0	9	4	1965	9/4/65	"0 G, 0 A, 0 P"
1985-86	MTL	36	Sergio Momesso	LW	F	20	75	215	L	-	1	9	4	1965	9/4/65	"8 G, 7 A, 15 P"
1986-87	MTL	36	Sergio Momesso	LW	F	21	75	215	L	-	2	9	4	1965	9/4/65	"14 G, 17 A, 31 P"
1987-88	MTL	36	Sergio Momesso	LW	F	22	75	215	L	-	3	9	4	1965	9/4/65	"7 G, 14 A, 21 P"
1988-89	STL	27	Sergio Momesso	LW	F	23	75	215	L	-	4	9	4	1965	9/4/65	"9 G, 17 A, 26 P"
1989-90	STL	27	Sergio Momesso	LW	F	24	75	215	L	-	5	9	4	1965	9/4/65	"24 G, 32 A, 56 P"
1990-91	STL	27	Sergio Momesso	RW	F	25	75	215	L	-	6	9	4	1965	9/4/65	"10 G, 18 A, 28 P"
1990-91	VAN	27	Sergio Momesso	RW	F	25	75	215	L	-	6	9	4	1965	9/4/65	"6 G, 2 A, 8 P"
1991-92	VAN	27	Sergio Momesso	LW	F	26	75	215	L	-	7	9	4	1965	9/4/65	"20 G, 23 A, 43 P"
1992-93	VAN	27	Sergio Momesso	LW	F	27	75	215	L	-	8	9	4	1965	9/4/65	"18 G, 20 A, 38 P"
1993-94	VAN	27	Sergio Momesso	LW	F	28	75	215	L	-	9	9	4	1965	9/4/65	"14 G, 13 A, 27 P"
1994-95	VAN	27	Sergio Momesso	LW	F	29	75	215	L	-	10	9	4	1965	9/4/65	"10 G, 15 A, 25 P"
1995-96	TOR	7	Sergio Momesso	LW	F	30	75	215	L	-	11	9	4	1965	9/4/65	"7 G, 8 A, 15 P"
1995-96	NYR	32	Sergio Momesso	LW	F	30	75	215	L	-	11	9	4	1965	9/4/65	"4 G, 4 A, 8 P"
1996-97	STL	26	Sergio Momesso	LW	F	31	75	215	L	-	12	9	4	1965	9/4/65	"1 G, 3 A, 4 P"
1996-97	NYR	32	Sergio Momesso	LW	F	31	75	215	L	-	12	9	4	1965	9/4/65	"0 G, 0 A, 0 P"
2001-02	PIT	41	Shane Endicott	C	F	20	75	214	L	-	0	12	21	1981	12/21/81	"0 G, 1 A, 1 P"
2005-06	PIT	"14,23"	Shane Endicott	C	F	24	75	214	L	-	1	12	21	1981	12/21/81	"1 G, 1 A, 2 P"
2006-07	ANA	37	Shane O'Brien	D	D	23	75	230	L	-	0	8	9	1983	8/9/83	"2 G, 12 A, 14 P"
2006-07	TBL	55	Shane O'Brien	D	D	23	75	230	L	-	0	8	9	1983	8/9/83	"0 G, 2 A, 2 P"
2007-08	TBL	55	Shane O'Brien	D	D	24	75	230	L	-	1	8	9	1983	8/9/83	"4 G, 17 A, 21 P"
2008-09	TBL	55	Shane O'Brien	D	D	25	75	230	L	-	2	8	9	1983	8/9/83	"0 G, 0 A, 0 P"
2008-09	VAN	55	Shane O'Brien	D	D	25	75	230	L	-	2	8	9	1983	8/9/83	"0 G, 10 A, 10 P"
2009-10	VAN	55	Shane O'Brien	D	D	26	75	230	L	-	3	8	9	1983	8/9/83	"2 G, 6 A, 8 P"
2010-11	NSH	55	Shane O'Brien	D	D	27	75	230	L	-	4	8	9	1983	8/9/83	"2 G, 7 A, 9 P"
2011-12	COL	5	Shane O'Brien	D	D	28	75	230	L	-	5	8	9	1983	8/9/83	"3 G, 17 A, 20 P"
2012-13	COL	5	Shane O'Brien	D	D	29	75	230	L	-	6	8	9	1983	8/9/83	"0 G, 4 A, 4 P"
2013-14	CGY	55	Shane O'Brien	D	D	30	75	230	L	-	7	8	9	1983	8/9/83	"0 G, 3 A, 3 P"
2014-15	FLA	74	Shane O'Brien	D	D	31	75	230	L	-	8	8	9	1983	8/9/83	"0 G, 1 A, 1 P"
1989-90	PHI	47	Shaun Sabol	D	D	23	75	230	L	-	0	7	13	1966	7/13/66	"0 G, 0 A, 0 P"
1985-86	STL	2	Shawn Evans	D	D	20	75	195	L	-	0	9	7	1965	9/7/65	"0 G, 0 A, 0 P"
1989-90	NYI	57	Shawn Evans	D	D	24	75	195	L	-	1	9	7	1965	9/7/65	"1 G, 0 A, 1 P"
1994-95	SJS	42	Shean Donovan	RW	F	20	75	218	R	-	0	1	22	1975	1/22/75	"0 G, 0 A, 0 P"
1995-96	SJS	42	Shean Donovan	RW	F	21	75	218	R	-	1	1	22	1975	1/22/75	"13 G, 8 A, 21 P"
1996-97	SJS	42	Shean Donovan	RW	F	22	75	218	R	-	2	1	22	1975	1/22/75	"9 G, 6 A, 15 P"
1997-98	COL	12	Shean Donovan	RW	F	23	75	218	R	-	3	1	22	1975	1/22/75	"5 G, 7 A, 12 P"
1997-98	SJS	42	Shean Donovan	RW	F	23	75	218	R	-	3	1	22	1975	1/22/75	"3 G, 3 A, 6 P"
1998-99	COL	12	Shean Donovan	RW	F	24	75	218	R	-	4	1	22	1975	1/22/75	"7 G, 12 A, 19 P"
1999-00	COL	12	Shean Donovan	RW	F	25	75	218	R	-	5	1	22	1975	1/22/75	"1 G, 0 A, 1 P"
1999-00	ATL	"12,22"	Shean Donovan	RW	F	25	75	218	R	-	5	1	22	1975	1/22/75	"4 G, 7 A, 11 P"
2000-01	ATL	22	Shean Donovan	RW	F	26	75	218	R	-	6	1	22	1975	1/22/75	"12 G, 11 A, 23 P"
2001-02	PIT	18	Shean Donovan	RW	F	27	75	218	R	-	7	1	22	1975	1/22/75	"2 G, 1 A, 3 P"
2001-02	ATL	22	Shean Donovan	RW	F	27	75	218	R	-	7	1	22	1975	1/22/75	"6 G, 6 A, 12 P"
2002-03	CGY	16	Shean Donovan	RW	F	28	75	218	R	-	8	1	22	1975	1/22/75	"1 G, 2 A, 3 P"
2002-03	PIT	18	Shean Donovan	RW	F	28	75	218	R	-	8	1	22	1975	1/22/75	"4 G, 5 A, 9 P"
2003-04	CGY	16	Shean Donovan	RW	F	29	75	218	R	-	9	1	22	1975	1/22/75	"18 G, 24 A, 42 P"
2005-06	CGY	16	Shean Donovan	RW	F	31	75	218	R	-	10	1	22	1975	1/22/75	"9 G, 11 A, 20 P"
2006-07	BOS	22	Shean Donovan	RW	F	32	75	218	R	-	11	1	22	1975	1/22/75	"6 G, 11 A, 17 P"
2007-08	OTT	10	Shean Donovan	RW	F	33	75	218	R	-	12	1	22	1975	1/22/75	"5 G, 7 A, 12 P"
2008-09	OTT	10	Shean Donovan	RW	F	34	75	218	R	-	13	1	22	1975	1/22/75	"5 G, 5 A, 10 P"
2009-10	OTT	10	Shean Donovan	RW	F	35	75	218	R	-	14	1	22	1975	1/22/75	"2 G, 3 A, 5 P"
2016-17	COL	30	Spencer Martin	G	G	21	75	210	-	L	0	6	8	1995	6/8/95	"0-2-1, 4.36 GAA"
2005-06	TOR	44	Staffan Kronwall	D	D	23	75	209	L	-	0	9	10	1982	9/10/82	"0 G, 1 A, 1 P"
2007-08	TOR	44	Staffan Kronwall	D	D	25	75	209	L	-	1	9	10	1982	9/10/82	"0 G, 0 A, 0 P"
2008-09	WSH	44	Staffan Kronwall	D	D	26	75	209	L	-	2	9	10	1982	9/10/82	"0 G, 0 A, 0 P"
2009-10	CGY	8	Staffan Kronwall	D	D	27	75	209	L	-	3	9	10	1982	9/10/82	"1 G, 2 A, 3 P"
2012-13	NJD	15	Stefan Matteau	C	F	18	75	215	L	-	0	2	23	1994	2/23/94	"1 G, 2 A, 3 P"
1988-89	BOS	21	Stephane Quintal	D	D	20	75	231	R	-	0	10	22	1968	10/22/68	"0 G, 1 A, 1 P"
1989-90	BOS	21	Stephane Quintal	D	D	21	75	231	R	-	1	10	22	1968	10/22/68	"2 G, 2 A, 4 P"
1990-91	BOS	21	Stephane Quintal	D	D	22	75	231	R	-	2	10	22	1968	10/22/68	"2 G, 6 A, 8 P"
1991-92	BOS	21	Stephane Quintal	D	D	23	75	231	R	-	3	10	22	1968	10/22/68	"4 G, 10 A, 14 P"
1991-92	STL	33	Stephane Quintal	D	D	23	75	231	R	-	3	10	22	1968	10/22/68	"0 G, 6 A, 6 P"
1992-93	STL	33	Stephane Quintal	D	D	24	75	231	R	-	4	10	22	1968	10/22/68	"1 G, 10 A, 11 P"
1993-94	WPG	"4,16"	Stephane Quintal	D	D	25	75	231	R	-	5	10	22	1968	10/22/68	"8 G, 18 A, 26 P"
1994-95	WPG	4	Stephane Quintal	D	D	26	75	231	R	-	6	10	22	1968	10/22/68	"6 G, 17 A, 23 P"
1995-96	MTL	5	Stephane Quintal	D	D	27	75	231	R	-	7	10	22	1968	10/22/68	"2 G, 14 A, 16 P"
1996-97	MTL	5	Stephane Quintal	D	D	28	75	231	R	-	8	10	22	1968	10/22/68	"7 G, 15 A, 22 P"
1997-98	MTL	5	Stephane Quintal	D	D	29	75	231	R	-	9	10	22	1968	10/22/68	"6 G, 10 A, 16 P"
1998-99	MTL	5	Stephane Quintal	D	D	30	75	231	R	-	10	10	22	1968	10/22/68	"8 G, 19 A, 27 P"
1999-00	NYR	5	Stephane Quintal	D	D	31	75	231	R	-	11	10	22	1968	10/22/68	"2 G, 14 A, 16 P"
2000-01	CHI	4	Stephane Quintal	D	D	32	75	231	R	-	12	10	22	1968	10/22/68	"1 G, 18 A, 19 P"
2001-02	MTL	5	Stephane Quintal	D	D	33	75	231	R	-	13	10	22	1968	10/22/68	"6 G, 10 A, 16 P"
2002-03	MTL	5	Stephane Quintal	D	D	34	75	231	R	-	14	10	22	1968	10/22/68	"5 G, 5 A, 10 P"
2003-04	MTL	5	Stephane Quintal	D	D	35	75	231	R	-	15	10	22	1968	10/22/68	"3 G, 5 A, 8 P"
2001-02	WSH	51	Stephen Peat	RW	F	21	75	230	R	-	0	3	10	1980	3/10/80	"2 G, 2 A, 4 P"
2002-03	WSH	51	Stephen Peat	RW	F	22	75	230	R	-	1	3	10	1980	3/10/80	"1 G, 0 A, 1 P"
2003-04	WSH	51	Stephen Peat	RW	F	23	75	230	R	-	2	3	10	1980	3/10/80	"5 G, 0 A, 5 P"
2005-06	WSH	51	Stephen Peat	RW	F	25	75	230	R	-	3	3	10	1980	3/10/80	"0 G, 0 A, 0 P"
1979-80	NYR	35	Steve Baker	G	G	22	75	200	-	L	0	5	6	1957	5/6/57	"9-8-6, 3.41 GAA"
1980-81	NYR	35	Steve Baker	G	G	23	75	200	-	L	1	5	6	1957	5/6/57	"10-6-5, 3.48 GAA"
1981-82	NYR	35	Steve Baker	G	G	24	75	200	-	L	2	5	6	1957	5/6/57	"1-5-0, 6.04 GAA"
1982-83	NYR	35	Steve Baker	G	G	25	75	200	-	L	3	5	6	1957	5/6/57	"0-1-0, 2.94 GAA"
2005-06	SJS	"26,46"	Steve Bernier	RW	F	20	75	220	R	-	0	3	31	1985	3/31/85	"14 G, 13 A, 27 P"
2006-07	SJS	26	Steve Bernier	RW	F	21	75	220	R	-	1	3	31	1985	3/31/85	"15 G, 16 A, 31 P"
2007-08	BUF	56	Steve Bernier	RW	F	22	75	220	R	-	2	3	31	1985	3/31/85	"3 G, 6 A, 9 P"
2007-08	SJS	56	Steve Bernier	RW	F	22	75	220	R	-	2	3	31	1985	3/31/85	"13 G, 10 A, 23 P"
2008-09	VAN	18	Steve Bernier	RW	F	23	75	220	R	-	3	3	31	1985	3/31/85	"15 G, 17 A, 32 P"
2009-10	VAN	18	Steve Bernier	RW	F	24	75	220	R	-	4	3	31	1985	3/31/85	"11 G, 11 A, 22 P"
2010-11	FLA	26	Steve Bernier	RW	F	25	75	220	R	-	5	3	31	1985	3/31/85	"5 G, 10 A, 15 P"
2011-12	NJD	18	Steve Bernier	RW	F	26	75	220	R	-	6	3	31	1985	3/31/85	"1 G, 5 A, 6 P"
2012-13	NJD	18	Steve Bernier	RW	F	27	75	220	R	-	7	3	31	1985	3/31/85	"8 G, 7 A, 15 P"
2013-14	NJD	18	Steve Bernier	RW	F	28	75	220	R	-	8	3	31	1985	3/31/85	"3 G, 9 A, 12 P"
2014-15	NJD	18	Steve Bernier	RW	F	29	75	220	R	-	9	3	31	1985	3/31/85	"10 G, 8 A, 18 P"
2015-16	NYI	16	Steve Bernier	RW	F	30	75	224	R	-	10	3	31	1985	3/31/85	"1 G, 5 A, 6 P"
1979-80	LAK	10	Steve Carlson	C	F	24	75	180	L	-	0	8	26	1955	8/26/55	"9 G, 12 A, 21 P"
1990-91	WSH	40	Steve Seftel	LW	F	22	75	200	L	-	0	5	14	1968	5/14/68	"0 G, 0 A, 0 P"
1995-96	BUF	31	Steve Shields	G	G	23	75	215	-	L	0	7	19	1972	7/19/72	"1-0-0, 3.20 GAA"
1996-97	BUF	31	Steve Shields	G	G	24	75	215	-	L	1	7	19	1972	7/19/72	"3-8-2, 2.97 GAA"
1997-98	BUF	31	Steve Shields	G	G	25	75	215	-	L	2	7	19	1972	7/19/72	"3-6-4, 2.83 GAA"
1998-99	SJS	31	Steve Shields	G	G	26	75	215	-	L	3	7	19	1972	7/19/72	"15-11-8, 2.22 GAA"
1999-00	SJS	31	Steve Shields	G	G	27	75	215	-	L	4	7	19	1972	7/19/72	"27-30-8, 2.56 GAA"
2000-01	SJS	31	Steve Shields	G	G	28	75	215	-	L	5	7	19	1972	7/19/72	"6-8-5, 2.48 GAA"
2001-02	ANA	31	Steve Shields	G	G	29	75	215	-	L	6	7	19	1972	7/19/72	"9-20-2, 2.67 GAA"
2002-03	BOS	31	Steve Shields	G	G	30	75	215	-	L	7	7	19	1972	7/19/72	"12-13-9, 2.76 GAA"
2003-04	FLA	31	Steve Shields	G	G	31	75	215	-	L	8	7	19	1972	7/19/72	"3-6-1, 3.44 GAA"
2005-06	ATL	"30,31"	Steve Shields	G	G	33	75	215	-	L	9	7	19	1972	7/19/72	"1-2-1, 4.29 GAA"
2007-08	LAK	54	Teddy Purcell	RW	F	22	75	203	R	-	0	9	8	1985	9/8/85	"1 G, 2 A, 3 P"
2008-09	LAK	54	Teddy Purcell	RW	F	23	75	203	R	-	1	9	8	1985	9/8/85	"4 G, 12 A, 16 P"
2009-10	TBL	16	Teddy Purcell	RW	F	24	75	203	R	-	2	9	8	1985	9/8/85	"3 G, 6 A, 9 P"
2009-10	LAK	54	Teddy Purcell	RW	F	24	75	203	R	-	2	9	8	1985	9/8/85	"3 G, 3 A, 6 P"
2010-11	TBL	16	Teddy Purcell	RW	F	25	75	203	R	-	3	9	8	1985	9/8/85	"17 G, 34 A, 51 P"
2011-12	TBL	16	Teddy Purcell	RW	F	26	75	203	R	-	4	9	8	1985	9/8/85	"24 G, 41 A, 65 P"
2012-13	TBL	16	Teddy Purcell	RW	F	27	75	203	R	-	5	9	8	1985	9/8/85	"11 G, 25 A, 36 P"
2013-14	TBL	16	Teddy Purcell	RW	F	28	75	203	R	-	6	9	8	1985	9/8/85	"12 G, 30 A, 42 P"
2014-15	EDM	16	Teddy Purcell	RW	F	29	75	203	R	-	7	9	8	1985	9/8/85	"6 G, 18 A, 24 P"
1986-87	NYR	38	Terry Carkner	D	D	20	75	210	L	-	0	3	7	1966	3/7/66	"2 G, 13 A, 15 P"
1987-88	QUE	4	Terry Carkner	D	D	21	75	210	L	-	1	3	7	1966	3/7/66	"3 G, 24 A, 27 P"
1988-89	PHI	29	Terry Carkner	D	D	22	75	210	L	-	2	3	7	1966	3/7/66	"11 G, 32 A, 43 P"
1989-90	PHI	29	Terry Carkner	D	D	23	75	210	L	-	3	3	7	1966	3/7/66	"4 G, 18 A, 22 P"
1990-91	PHI	29	Terry Carkner	D	D	24	75	210	L	-	4	3	7	1966	3/7/66	"7 G, 25 A, 32 P"
1991-92	PHI	29	Terry Carkner	D	D	25	75	210	L	-	5	3	7	1966	3/7/66	"4 G, 12 A, 16 P"
1992-93	PHI	29	Terry Carkner	D	D	26	75	210	L	-	6	3	7	1966	3/7/66	"3 G, 16 A, 19 P"
1993-94	DET	2	Terry Carkner	D	D	27	75	210	L	-	7	3	7	1966	3/7/66	"1 G, 6 A, 7 P"
1994-95	DET	2	Terry Carkner	D	D	28	75	210	L	-	8	3	7	1966	3/7/66	"1 G, 2 A, 3 P"
1995-96	FLA	2	Terry Carkner	D	D	29	75	210	L	-	9	3	7	1966	3/7/66	"3 G, 10 A, 13 P"
1996-97	FLA	2	Terry Carkner	D	D	30	75	210	L	-	10	3	7	1966	3/7/66	"0 G, 14 A, 14 P"
1997-98	FLA	2	Terry Carkner	D	D	31	75	210	L	-	11	3	7	1966	3/7/66	"1 G, 7 A, 8 P"
1998-99	FLA	2	Terry Carkner	D	D	32	75	210	L	-	12	3	7	1966	3/7/66	"2 G, 9 A, 11 P"
1979-80	QUE	24	Terry Johnson	D	D	21	75	210	L	-	0	11	28	1958	11/28/58	"0 G, 0 A, 0 P"
1980-81	QUE	24	Terry Johnson	D	D	22	75	210	L	-	1	11	28	1958	11/28/58	"0 G, 1 A, 1 P"
1981-82	QUE	24	Terry Johnson	D	D	23	75	210	L	-	2	11	28	1958	11/28/58	"0 G, 1 A, 1 P"
1982-83	QUE	24	Terry Johnson	D	D	24	75	210	L	-	3	11	28	1958	11/28/58	"0 G, 0 A, 0 P"
1983-84	STL	26	Terry Johnson	D	D	25	75	210	L	-	4	11	28	1958	11/28/58	"2 G, 6 A, 8 P"
1984-85	STL	26	Terry Johnson	D	D	26	75	210	L	-	5	11	28	1958	11/28/58	"0 G, 7 A, 7 P"
1985-86	CGY	6	Terry Johnson	D	D	27	75	210	L	-	6	11	28	1958	11/28/58	"1 G, 4 A, 5 P"
1985-86	STL	26	Terry Johnson	D	D	27	75	210	L	-	6	11	28	1958	11/28/58	"0 G, 4 A, 4 P"
1986-87	TOR	20	Terry Johnson	D	D	28	75	210	L	-	7	11	28	1958	11/28/58	"0 G, 1 A, 1 P"
1984-85	MTL	12	Thomas Rundqvist	C	F	24	75	195	L	-	0	5	4	1960	5/4/60	"0 G, 1 A, 1 P"
1989-90	WSH	11	Tim Bergland	C	F	25	75	194	R	-	0	1	11	1965	1/11/65	"2 G, 5 A, 7 P"
1990-91	WSH	11	Tim Bergland	C	F	26	75	194	R	-	1	1	11	1965	1/11/65	"5 G, 9 A, 14 P"
1991-92	WSH	11	Tim Bergland	C	F	27	75	194	R	-	2	1	11	1965	1/11/65	"1 G, 4 A, 5 P"
1992-93	TBL	21	Tim Bergland	RW	F	28	75	194	R	-	3	1	11	1965	1/11/65	"3 G, 3 A, 6 P"
1993-94	WSH	11	Tim Bergland	RW	F	29	75	194	R	-	4	1	11	1965	1/11/65	"0 G, 0 A, 0 P"
1993-94	TBL	21	Tim Bergland	RW	F	29	75	194	R	-	4	1	11	1965	1/11/65	"6 G, 5 A, 11 P"
1978-79	NYR	6	Tim Bothwell	D	D	23	75	190	L	-	0	5	6	1955	5/6/55	"0 G, 0 A, 0 P"
1979-80	NYR	6	Tim Bothwell	D	D	24	75	190	L	-	1	5	6	1955	5/6/55	"4 G, 6 A, 10 P"
1980-81	NYR	6	Tim Bothwell	D	D	25	75	190	L	-	2	5	6	1955	5/6/55	"0 G, 1 A, 1 P"
1981-82	NYR	6	Tim Bothwell	D	D	26	75	190	L	-	3	5	6	1955	5/6/55	"0 G, 3 A, 3 P"
1982-83	STL	25	Tim Bothwell	D	D	27	75	190	L	-	4	5	6	1955	5/6/55	"4 G, 11 A, 15 P"
1983-84	STL	25	Tim Bothwell	D	D	28	75	190	L	-	5	5	6	1955	5/6/55	"2 G, 13 A, 15 P"
1984-85	STL	25	Tim Bothwell	D	D	29	75	190	L	-	6	5	6	1955	5/6/55	"4 G, 22 A, 26 P"
1985-86	HAR	24	Tim Bothwell	D	D	30	75	190	L	-	7	5	6	1955	5/6/55	"2 G, 8 A, 10 P"
1986-87	STL	6	Tim Bothwell	D	D	31	75	190	L	-	8	5	6	1955	5/6/55	"5 G, 16 A, 21 P"
1986-87	HAR	24	Tim Bothwell	D	D	31	75	190	L	-	8	5	6	1955	5/6/55	"1 G, 0 A, 1 P"
1987-88	STL	6	Tim Bothwell	D	D	32	75	190	L	-	9	5	6	1955	5/6/55	"6 G, 13 A, 19 P"
1988-89	STL	6	Tim Bothwell	D	D	33	75	190	L	-	10	5	6	1955	5/6/55	"0 G, 0 A, 0 P"
1980-81	PHI	12	Tim Kerr	C/RW	F	21	75	230	R	-	0	1	5	1960	1/5/60	"22 G, 23 A, 45 P"
1981-82	PHI	12	Tim Kerr	RW	F	22	75	230	R	-	1	1	5	1960	1/5/60	"21 G, 30 A, 51 P"
1982-83	PHI	12	Tim Kerr	RW	F	23	75	230	R	-	2	1	5	1960	1/5/60	"11 G, 8 A, 19 P"
1983-84	PHI	12	Tim Kerr	RW	F	24	75	230	R	-	3	1	5	1960	1/5/60	"54 G, 39 A, 93 P"
1984-85	PHI	12	Tim Kerr	RW	F	25	75	230	R	-	4	1	5	1960	1/5/60	"54 G, 44 A, 98 P"
1985-86	PHI	12	Tim Kerr	RW	F	26	75	230	R	-	5	1	5	1960	1/5/60	"58 G, 26 A, 84 P"
1986-87	PHI	12	Tim Kerr	RW	F	27	75	230	R	-	6	1	5	1960	1/5/60	"58 G, 37 A, 95 P"
1987-88	PHI	12	Tim Kerr	RW	F	28	75	230	R	-	7	1	5	1960	1/5/60	"3 G, 2 A, 5 P"
1988-89	PHI	12	Tim Kerr	RW	F	29	75	230	R	-	8	1	5	1960	1/5/60	"48 G, 40 A, 88 P"
